,Date,Other,Black,White,Asian,Hispanic,Fips,State
11,2021-03-25 00:00:00,0,0,0,0,0,27123,MN
0,2021-01-07 00:00:00,0,0,14,0,0,27135,MN
1,2021-01-14 00:00:00,0,0,12,0,0,27135,MN
2,2021-01-21 00:00:00,0,0,9,0,0,27135,MN
3,2021-01-28 00:00:00,0,0,2,0,0,27135,MN
4,2021-02-04 00:00:00,0,0,14,0,0,27135,MN
5,2021-02-11 00:00:00,0,0,44,0,0,27135,MN
6,2021-02-18 00:00:00,0,0,33,2,0,27135,MN
7,2021-02-25 00:00:00,0,0,15,0,0,27135,MN
8,2021-03-04 00:00:00,0,0,9,0,0,27135,MN
9,2021-03-11 00:00:00,0,0,14,0,0,27135,MN
10,2021-03-18 00:00:00,0,0,11,0,0,27135,MN
11,2021-03-25 00:00:00,0,0,0,0,0,27135,MN
0,2021-01-07 00:00:00,5,11,249,2,6,27137,MN
1,2021-01-14 00:00:00,6,7,226,3,7,27137,MN
2,2021-01-21 00:00:00,4,3,235,2,5,27137,MN
3,2021-01-28 00:00:00,2,1,145,2,3,27137,MN
4,2021-02-04 00:00:00,1,1,113,0,0,27137,MN
5,2021-02-11 00:00:00,1,1,91,2,4,27137,MN
6,2021-02-18 00:00:00,2,0,74,0,0,27137,MN
7,2021-02-25 00:00:00,2,1,124,0,1,27137,MN
8,2021-03-04 00:00:00,3,0,121,0,1,27137,MN
9,2021-03-11 00:00:00,2,0,123,1,3,27137,MN
10,2021-03-18 00:00:00,0,2,114,1,5,27137,MN
11,2021-03-25 00:00:00,0,0,0,0,0,27137,MN
0,2021-01-07 00:00:00,1,6,183,22,17,27139,MN
1,2021-01-14 00:00:00,0,10,137,18,21,27139,MN
2,2021-01-21 00:00:00,0,8,157,7,15,27139,MN
3,2021-01-28 00:00:00,1,13,126,6,12,27139,MN
4,2021-02-04 00:00:00,0,6,106,8,14,27139,MN
5,2021-02-11 00:00:00,0,8,127,7,8,27139,MN
6,2021-02-18 00:00:00,2,4,140,22,10,27139,MN
7,2021-02-25 00:00:00,1,4,113,11,13,27139,MN
8,2021-03-04 00:00:00,1,2,143,4,12,27139,MN
9,2021-03-11 00:00:00,0,8,220,7,21,27139,MN
10,2021-03-18 00:00:00,1,14,186,20,18,27139,MN
11,2021-03-25 00:00:00,0,0,0,0,0,27139,MN
0,2021-01-07 00:00:00,5,12,105,1,2,27141,MN
1,2021-01-14 00:00:00,3,19,83,0,1,27141,MN
2,2021-01-21 00:00:00,0,3,74,2,1,27141,MN
3,2021-01-28 00:00:00,0,6,65,2,3,27141,MN
4,2021-02-04 00:00:00,0,2,70,1,0,27141,MN
5,2021-02-11 00:00:00,0,0,54,1,0,27141,MN
6,2021-02-18 00:00:00,0,1,52,0,4,27141,MN
7,2021-02-25 00:00:00,0,0,46,0,1,27141,MN
8,2021-03-04 00:00:00,0,0,64,0,2,27141,MN
9,2021-03-11 00:00:00,0,6,130,0,5,27141,MN
10,2021-03-18 00:00:00,0,8,126,1,11,27141,MN
11,2021-03-25 00:00:00,0,0,0,0,0,27141,MN
0,2021-01-07 00:00:00,0,6,38,0,8,27147,MN
1,2021-01-14 00:00:00,0,13,51,0,13,27147,MN
2,2021-01-21 00:00:00,0,0,32,0,9,27147,MN
3,2021-01-28 00:00:00,0,0,31,0,5,27147,MN
4,2021-02-04 00:00:00,0,0,45,0,7,27147,MN
5,2021-02-11 00:00:00,0,0,28,0,1,27147,MN
6,2021-02-18 00:00:00,0,0,18,0,1,27147,MN
7,2021-02-25 00:00:00,0,0,21,0,0,27147,MN
8,2021-03-04 00:00:00,0,1,35,0,5,27147,MN
9,2021-03-11 00:00:00,0,3,83,0,3,27147,MN
10,2021-03-18 00:00:00,0,0,60,0,2,27147,MN
11,2021-03-25 00:00:00,0,0,0,0,0,27147,MN
0,2021-01-07 00:00:00,0,0,65,0,0,27157,MN
1,2021-01-14 00:00:00,0,0,47,0,0,27157,MN
2,2021-01-21 00:00:00,0,0,44,0,0,27157,MN
3,2021-01-28 00:00:00,0,0,28,0,1,27157,MN
4,2021-02-04 00:00:00,0,0,33,0,0,27157,MN
5,2021-02-11 00:00:00,0,0,16,0,0,27157,MN
6,2021-02-18 00:00:00,0,0,10,0,0,27157,MN
7,2021-02-25 00:00:00,0,0,6,0,0,27157,MN
8,2021-03-04 00:00:00,0,0,13,0,2,27157,MN
9,2021-03-11 00:00:00,0,0,21,0,0,27157,MN
10,2021-03-18 00:00:00,0,0,13,0,0,27157,MN
11,2021-03-25 00:00:00,0,0,0,0,0,27157,MN
0,2021-01-07 00:00:00,1,17,338,36,22,27163,MN
1,2021-01-14 00:00:00,0,20,302,22,17,27163,MN
2,2021-01-21 00:00:00,1,16,253,21,23,27163,MN
3,2021-01-28 00:00:00,1,21,200,17,12,27163,MN
4,2021-02-04 00:00:00,1,5,185,14,15,27163,MN
5,2021-02-11 00:00:00,0,15,180,10,13,27163,MN
6,2021-02-18 00:00:00,1,5,153,12,11,27163,MN
7,2021-02-25 00:00:00,0,7,157,13,12,27163,MN
8,2021-03-04 00:00:00,0,4,156,5,12,27163,MN
9,2021-03-11 00:00:00,0,6,136,6,8,27163,MN
10,2021-03-18 00:00:00,0,7,168,7,8,27163,MN
11,2021-03-25 00:00:00,0,0,0,0,0,27163,MN
0,2021-01-07 00:00:00,0,1,76,1,8,27169,MN
1,2021-01-14 00:00:00,0,1,75,2,2,27169,MN
2,2021-01-21 00:00:00,0,0,52,1,3,27169,MN
3,2021-01-28 00:00:00,0,0,56,0,1,27169,MN
4,2021-02-04 00:00:00,0,0,39,0,2,27169,MN
5,2021-02-11 00:00:00,0,1,27,0,0,27169,MN
6,2021-02-18 00:00:00,0,0,26,0,0,27169,MN
7,2021-02-25 00:00:00,0,0,33,0,0,27169,MN
8,2021-03-04 00:00:00,0,0,21,0,1,27169,MN
9,2021-03-11 00:00:00,0,0,16,0,1,27169,MN
10,2021-03-18 00:00:00,0,0,11,1,0,27169,MN
11,2021-03-25 00:00:00,0,0,0,0,0,27169,MN
0,2021-01-07 00:00:00,0,4,207,4,8,27171,MN
1,2021-01-14 00:00:00,0,2,134,1,6,27171,MN
2,2021-01-21 00:00:00,0,6,136,0,9,27171,MN
3,2021-01-28 00:00:00,0,5,123,0,2,27171,MN
4,2021-02-04 00:00:00,0,0,120,0,3,27171,MN
5,2021-02-11 00:00:00,0,2,90,2,3,27171,MN
6,2021-02-18 00:00:00,0,2,79,2,8,27171,MN
7,2021-02-25 00:00:00,0,1,91,0,7,27171,MN
8,2021-03-04 00:00:00,0,4,107,1,1,27171,MN
9,2021-03-11 00:00:00,0,1,138,2,1,27171,MN
10,2021-03-18 00:00:00,0,0,168,3,2,27171,MN
11,2021-03-25 00:00:00,0,0,0,0,0,27171,MN
0,2021-01-07 00:00:00,0,0,15,0,0,30009,MT
1,2021-01-14 00:00:00,0,0,21,0,0,30009,MT
2,2021-01-21 00:00:00,0,0,15,0,0,30009,MT
3,2021-01-28 00:00:00,0,0,8,0,0,30009,MT
4,2021-02-04 00:00:00,0,0,11,0,0,30009,MT
5,2021-02-11 00:00:00,0,0,14,0,0,30009,MT
6,2021-02-18 00:00:00,0,0,12,0,0,30009,MT
7,2021-02-25 00:00:00,0,0,5,0,0,30009,MT
8,2021-03-04 00:00:00,0,0,4,0,0,30009,MT
9,2021-03-11 00:00:00,0,0,3,0,0,30009,MT
10,2021-03-18 00:00:00,0,0,4,0,0,30009,MT
11,2021-03-25 00:00:00,0,0,0,0,0,30009,MT
0,2021-01-07 00:00:00,0,0,0,0,0,30025,MT
1,2021-01-14 00:00:00,0,0,0,0,0,30025,MT
2,2021-01-21 00:00:00,0,0,0,0,0,30025,MT
3,2021-01-28 00:00:00,0,0,0,0,0,30025,MT
4,2021-02-04 00:00:00,0,0,0,0,0,30025,MT
5,2021-02-11 00:00:00,0,0,2,0,0,30025,MT
6,2021-02-18 00:00:00,0,0,3,0,0,30025,MT
7,2021-02-25 00:00:00,0,0,0,0,0,30025,MT
8,2021-03-04 00:00:00,0,0,0,0,0,30025,MT
9,2021-03-11 00:00:00,0,0,0,0,0,30025,MT
10,2021-03-18 00:00:00,0,0,0,0,0,30025,MT
11,2021-03-25 00:00:00,0,0,0,0,0,30025,MT
0,2021-01-07 00:00:00,11,0,39,0,0,30047,MT
1,2021-01-14 00:00:00,17,0,16,0,1,30047,MT
2,2021-01-21 00:00:00,16,0,30,0,0,30047,MT
3,2021-01-28 00:00:00,6,0,13,0,0,30047,MT
4,2021-02-04 00:00:00,8,0,15,0,0,30047,MT
5,2021-02-11 00:00:00,3,0,8,0,1,30047,MT
6,2021-02-18 00:00:00,5,0,9,0,0,30047,MT
7,2021-02-25 00:00:00,3,0,17,0,1,30047,MT
8,2021-03-04 00:00:00,2,0,12,0,0,30047,MT
9,2021-03-11 00:00:00,3,0,6,0,0,30047,MT
10,2021-03-18 00:00:00,1,0,3,0,0,30047,MT
11,2021-03-25 00:00:00,0,0,0,0,0,30047,MT
0,2021-01-07 00:00:00,0,0,26,0,0,30057,MT
1,2021-01-14 00:00:00,0,0,42,0,0,30057,MT
2,2021-01-21 00:00:00,0,0,19,0,0,30057,MT
3,2021-01-28 00:00:00,0,0,5,0,0,30057,MT
4,2021-02-04 00:00:00,0,0,11,0,0,30057,MT
5,2021-02-11 00:00:00,0,0,7,0,0,30057,MT
6,2021-02-18 00:00:00,0,0,10,0,0,30057,MT
7,2021-02-25 00:00:00,0,0,9,0,0,30057,MT
8,2021-03-04 00:00:00,0,0,9,0,0,30057,MT
9,2021-03-11 00:00:00,0,0,3,0,0,30057,MT
10,2021-03-18 00:00:00,0,0,0,0,0,30057,MT
11,2021-03-25 00:00:00,0,0,0,0,0,30057,MT
0,2021-01-07 00:00:00,0,0,17,0,2,30083,MT
1,2021-01-14 00:00:00,0,0,14,0,4,30083,MT
2,2021-01-21 00:00:00,0,0,5,0,0,30083,MT
3,2021-01-28 00:00:00,0,0,11,0,0,30083,MT
4,2021-02-04 00:00:00,0,0,19,0,3,30083,MT
5,2021-02-11 00:00:00,0,0,15,0,0,30083,MT
6,2021-02-18 00:00:00,0,0,16,0,0,30083,MT
7,2021-02-25 00:00:00,0,0,9,0,1,30083,MT
8,2021-03-04 00:00:00,0,0,3,0,0,30083,MT
9,2021-03-11 00:00:00,0,0,3,0,0,30083,MT
10,2021-03-18 00:00:00,0,0,2,0,0,30083,MT
11,2021-03-25 00:00:00,0,0,0,0,0,30083,MT
0,2021-01-07 00:00:00,0,0,18,0,0,30089,MT
1,2021-01-14 00:00:00,0,0,17,0,0,30089,MT
2,2021-01-21 00:00:00,0,0,14,0,0,30089,MT
3,2021-01-28 00:00:00,0,0,4,0,0,30089,MT
4,2021-02-04 00:00:00,0,0,5,0,0,30089,MT
5,2021-02-11 00:00:00,0,0,2,0,0,30089,MT
6,2021-02-18 00:00:00,0,0,5,0,0,30089,MT
7,2021-02-25 00:00:00,0,0,7,0,0,30089,MT
8,2021-03-04 00:00:00,0,0,3,0,0,30089,MT
9,2021-03-11 00:00:00,0,0,2,0,0,30089,MT
10,2021-03-18 00:00:00,0,0,0,0,0,30089,MT
11,2021-03-25 00:00:00,0,0,0,0,0,30089,MT
0,2021-01-07 00:00:00,0,0,1,0,0,30091,MT
1,2021-01-14 00:00:00,0,0,6,0,0,30091,MT
2,2021-01-21 00:00:00,0,0,3,0,0,30091,MT
3,2021-01-28 00:00:00,0,0,4,0,0,30091,MT
4,2021-02-04 00:00:00,0,0,0,0,0,30091,MT
5,2021-02-11 00:00:00,0,0,0,0,0,30091,MT
6,2021-02-18 00:00:00,0,0,0,0,0,30091,MT
7,2021-02-25 00:00:00,0,0,4,0,0,30091,MT
8,2021-03-04 00:00:00,0,0,2,0,0,30091,MT
9,2021-03-11 00:00:00,0,0,11,0,0,30091,MT
10,2021-03-18 00:00:00,0,0,3,0,0,30091,MT
11,2021-03-25 00:00:00,0,0,0,0,0,30091,MT
0,2021-01-07 00:00:00,0,0,3,0,0,30097,MT
1,2021-01-14 00:00:00,0,0,3,0,0,30097,MT
2,2021-01-21 00:00:00,0,0,3,0,0,30097,MT
3,2021-01-28 00:00:00,0,0,2,0,0,30097,MT
4,2021-02-04 00:00:00,0,0,1,0,0,30097,MT
5,2021-02-11 00:00:00,0,0,7,0,0,30097,MT
6,2021-02-18 00:00:00,0,0,9,0,0,30097,MT
7,2021-02-25 00:00:00,0,0,7,0,0,30097,MT
8,2021-03-04 00:00:00,0,0,5,0,0,30097,MT
9,2021-03-11 00:00:00,0,0,5,0,0,30097,MT
10,2021-03-18 00:00:00,0,0,2,0,0,30097,MT
11,2021-03-25 00:00:00,0,0,0,0,0,30097,MT
0,2021-01-07 00:00:00,0,0,13,0,0,30099,MT
1,2021-01-14 00:00:00,0,0,19,0,0,30099,MT
2,2021-01-21 00:00:00,0,0,18,0,0,30099,MT
3,2021-01-28 00:00:00,0,0,20,0,0,30099,MT
4,2021-02-04 00:00:00,0,0,4,0,0,30099,MT
5,2021-02-11 00:00:00,0,0,12,0,0,30099,MT
6,2021-02-18 00:00:00,0,0,2,0,0,30099,MT
7,2021-02-25 00:00:00,0,0,2,0,0,30099,MT
8,2021-03-04 00:00:00,0,0,2,0,0,30099,MT
9,2021-03-11 00:00:00,0,0,1,0,0,30099,MT
10,2021-03-18 00:00:00,0,0,3,0,0,30099,MT
11,2021-03-25 00:00:00,0,0,0,0,0,30099,MT
0,2021-01-07 00:00:00,3,13,481,48,226,32031,NV
1,2021-01-14 00:00:00,9,9,427,42,235,32031,NV
2,2021-01-21 00:00:00,6,14,340,43,242,32031,NV
3,2021-01-28 00:00:00,1,13,324,37,193,32031,NV
4,2021-02-04 00:00:00,4,8,250,16,134,32031,NV
5,2021-02-11 00:00:00,2,1,123,15,88,32031,NV
6,2021-02-18 00:00:00,1,3,125,12,85,32031,NV
7,2021-02-25 00:00:00,1,3,119,7,72,32031,NV
8,2021-03-04 00:00:00,1,7,82,11,72,32031,NV
9,2021-03-11 00:00:00,0,6,115,11,79,32031,NV
10,2021-03-18 00:00:00,0,2,87,6,30,32031,NV
11,2021-03-25 00:00:00,0,0,0,0,0,32031,NV
0,2021-01-07 00:00:00,0,8,459,2,28,34037,NJ
1,2021-01-14 00:00:00,0,11,533,11,52,34037,NJ
2,2021-01-21 00:00:00,0,8,450,5,45,34037,NJ
3,2021-01-28 00:00:00,0,6,342,5,47,34037,NJ
4,2021-02-04 00:00:00,0,4,243,2,35,34037,NJ
5,2021-02-11 00:00:00,0,4,236,2,32,34037,NJ
6,2021-02-18 00:00:00,0,8,192,5,22,34037,NJ
7,2021-02-25 00:00:00,0,7,196,4,35,34037,NJ
8,2021-03-04 00:00:00,0,6,263,3,32,34037,NJ
9,2021-03-11 00:00:00,0,5,343,5,49,34037,NJ
10,2021-03-18 00:00:00,0,7,264,3,32,34037,NJ
11,2021-03-25 00:00:00,0,0,0,0,0,34037,NJ
0,2021-01-07 00:00:00,0,48,155,0,44,37061,NC
1,2021-01-14 00:00:00,0,44,95,0,27,37061,NC
2,2021-01-21 00:00:00,0,21,70,0,28,37061,NC
3,2021-01-28 00:00:00,0,15,70,0,37,37061,NC
4,2021-02-04 00:00:00,0,21,63,0,16,37061,NC
5,2021-02-11 00:00:00,0,17,57,0,10,37061,NC
6,2021-02-18 00:00:00,0,8,35,0,19,37061,NC
7,2021-02-25 00:00:00,0,13,51,0,19,37061,NC
8,2021-03-04 00:00:00,0,18,35,0,13,37061,NC
9,2021-03-11 00:00:00,0,6,24,0,14,37061,NC
10,2021-03-18 00:00:00,0,14,6,0,10,37061,NC
11,2021-03-25 00:00:00,0,0,0,0,0,37061,NC
0,2021-01-07 00:00:00,16,50,55,0,0,37165,NC
1,2021-01-14 00:00:00,19,53,63,0,1,37165,NC
2,2021-01-21 00:00:00,11,43,41,0,1,37165,NC
3,2021-01-28 00:00:00,9,33,24,1,0,37165,NC
4,2021-02-04 00:00:00,5,27,20,0,0,37165,NC
5,2021-02-11 00:00:00,9,27,25,0,0,37165,NC
6,2021-02-18 00:00:00,11,36,22,0,0,37165,NC
7,2021-02-25 00:00:00,2,15,15,0,0,37165,NC
8,2021-03-04 00:00:00,2,9,7,0,0,37165,NC
9,2021-03-11 00:00:00,1,9,2,0,0,37165,NC
10,2021-03-18 00:00:00,0,3,7,0,1,37165,NC
11,2021-03-25 00:00:00,0,0,0,0,0,37165,NC
0,2021-01-07 00:00:00,0,13,187,0,8,39023,OH
1,2021-01-14 00:00:00,0,10,170,0,9,39023,OH
2,2021-01-21 00:00:00,0,11,126,0,5,39023,OH
3,2021-01-28 00:00:00,0,3,126,0,3,39023,OH
4,2021-02-04 00:00:00,0,5,109,0,3,39023,OH
5,2021-02-11 00:00:00,0,7,85,0,3,39023,OH
6,2021-02-18 00:00:00,0,7,76,0,3,39023,OH
7,2021-02-25 00:00:00,0,7,51,0,1,39023,OH
8,2021-03-04 00:00:00,0,6,65,0,2,39023,OH
9,2021-03-11 00:00:00,0,13,75,0,6,39023,OH
10,2021-03-18 00:00:00,0,9,77,0,0,39023,OH
11,2021-03-25 00:00:00,0,0,0,0,0,39023,OH
0,2021-01-07 00:00:00,0,2,102,0,6,39039,OH
1,2021-01-14 00:00:00,0,0,103,0,9,39039,OH
2,2021-01-21 00:00:00,0,1,87,0,3,39039,OH
3,2021-01-28 00:00:00,0,3,68,0,3,39039,OH
4,2021-02-04 00:00:00,0,2,46,0,4,39039,OH
5,2021-02-11 00:00:00,0,0,43,0,5,39039,OH
6,2021-02-18 00:00:00,0,0,48,0,2,39039,OH
7,2021-02-25 00:00:00,0,1,24,0,2,39039,OH
8,2021-03-04 00:00:00,0,0,27,0,1,39039,OH
9,2021-03-11 00:00:00,0,0,31,0,2,39039,OH
10,2021-03-18 00:00:00,0,0,23,0,2,39039,OH
11,2021-03-25 00:00:00,0,0,0,0,0,39039,OH
0,2021-01-07 00:00:00,0,0,88,0,0,39107,OH
1,2021-01-14 00:00:00,0,0,83,0,0,39107,OH
2,2021-01-21 00:00:00,0,0,52,0,0,39107,OH
3,2021-01-28 00:00:00,0,0,50,0,0,39107,OH
4,2021-02-04 00:00:00,0,0,33,0,1,39107,OH
5,2021-02-11 00:00:00,1,0,27,0,0,39107,OH
6,2021-02-18 00:00:00,0,0,17,0,0,39107,OH
7,2021-02-25 00:00:00,0,0,10,0,0,39107,OH
8,2021-03-04 00:00:00,0,0,14,0,0,39107,OH
9,2021-03-11 00:00:00,0,0,10,0,0,39107,OH
10,2021-03-18 00:00:00,0,0,9,0,0,39107,OH
11,2021-03-25 00:00:00,0,0,0,0,0,39107,OH
0,2021-01-07 00:00:00,0,155,638,13,20,39113,OH
1,2021-01-14 00:00:00,0,124,611,11,20,39113,OH
2,2021-01-21 00:00:00,0,97,506,16,32,39113,OH
3,2021-01-28 00:00:00,0,104,435,3,21,39113,OH
4,2021-02-04 00:00:00,0,86,368,3,15,39113,OH
5,2021-02-11 00:00:00,0,54,272,2,25,39113,OH
6,2021-02-18 00:00:00,0,40,195,5,10,39113,OH
7,2021-02-25 00:00:00,0,39,166,2,15,39113,OH
8,2021-03-04 00:00:00,0,40,146,5,14,39113,OH
9,2021-03-11 00:00:00,0,49,165,6,8,39113,OH
10,2021-03-18 00:00:00,1,33,144,2,7,39113,OH
11,2021-03-25 00:00:00,0,0,0,0,0,39113,OH
0,2021-01-07 00:00:00,0,0,47,0,8,39125,OH
1,2021-01-14 00:00:00,0,0,41,0,6,39125,OH
2,2021-01-21 00:00:00,0,0,22,0,3,39125,OH
3,2021-01-28 00:00:00,0,0,34,0,2,39125,OH
4,2021-02-04 00:00:00,0,0,23,0,3,39125,OH
5,2021-02-11 00:00:00,0,0,13,0,0,39125,OH
6,2021-02-18 00:00:00,0,0,17,0,0,39125,OH
7,2021-02-25 00:00:00,0,0,21,0,0,39125,OH
8,2021-03-04 00:00:00,0,0,12,0,1,39125,OH
9,2021-03-11 00:00:00,0,0,12,0,2,39125,OH
10,2021-03-18 00:00:00,0,0,10,0,0,39125,OH
11,2021-03-25 00:00:00,0,0,0,0,0,39125,OH
0,2021-01-07 00:00:00,0,0,55,0,0,39131,OH
1,2021-01-14 00:00:00,0,0,58,0,0,39131,OH
2,2021-01-21 00:00:00,0,0,81,0,0,39131,OH
3,2021-01-28 00:00:00,0,0,60,0,1,39131,OH
4,2021-02-04 00:00:00,0,0,51,0,0,39131,OH
5,2021-02-11 00:00:00,0,0,38,0,0,39131,OH
6,2021-02-18 00:00:00,0,0,20,0,0,39131,OH
7,2021-02-25 00:00:00,0,0,16,0,0,39131,OH
8,2021-03-04 00:00:00,0,0,19,0,0,39131,OH
9,2021-03-11 00:00:00,0,0,13,0,0,39131,OH
10,2021-03-18 00:00:00,0,0,9,0,0,39131,OH
11,2021-03-25 00:00:00,0,0,0,0,0,39131,OH
0,2021-01-07 00:00:00,0,0,33,0,0,39135,OH
1,2021-01-14 00:00:00,0,0,26,0,0,39135,OH
2,2021-01-21 00:00:00,0,0,22,0,0,39135,OH
3,2021-01-28 00:00:00,0,0,36,0,0,39135,OH
4,2021-02-04 00:00:00,0,0,34,0,0,39135,OH
5,2021-02-11 00:00:00,0,0,25,0,0,39135,OH
6,2021-02-18 00:00:00,0,0,20,0,0,39135,OH
7,2021-02-25 00:00:00,0,0,24,0,0,39135,OH
8,2021-03-04 00:00:00,0,0,8,0,0,39135,OH
9,2021-03-11 00:00:00,0,0,22,0,0,39135,OH
10,2021-03-18 00:00:00,0,0,11,0,0,39135,OH
11,2021-03-25 00:00:00,0,0,0,0,0,39135,OH
0,2021-01-07 00:00:00,0,0,33,0,6,40151,OK
1,2021-01-14 00:00:00,0,0,21,0,1,40151,OK
2,2021-01-21 00:00:00,0,1,21,0,1,40151,OK
3,2021-01-28 00:00:00,0,0,6,0,1,40151,OK
4,2021-02-04 00:00:00,0,0,15,0,3,40151,OK
5,2021-02-11 00:00:00,1,0,5,0,1,40151,OK
