,Date,Other,Black,White,Asian,Hispanic,Fips,State
6,2021-02-18 00:00:00,0,0,4,0,0,40151,OK
7,2021-02-25 00:00:00,0,0,5,0,0,40151,OK
8,2021-03-04 00:00:00,0,0,1,0,0,40151,OK
9,2021-03-11 00:00:00,0,0,3,0,0,40151,OK
10,2021-03-18 00:00:00,0,0,1,0,0,40151,OK
11,2021-03-25 00:00:00,0,0,0,0,0,40151,OK
0,2021-01-07 00:00:00,342,0,1,0,0,46121,SD
1,2021-01-14 00:00:00,2,0,0,0,0,46121,SD
2,2021-01-21 00:00:00,2,0,0,0,0,46121,SD
3,2021-01-28 00:00:00,2,0,0,0,0,46121,SD
4,2021-02-04 00:00:00,0,0,0,0,0,46121,SD
5,2021-02-11 00:00:00,1,0,0,0,0,46121,SD
6,2021-02-18 00:00:00,0,0,0,0,0,46121,SD
7,2021-02-25 00:00:00,0,0,0,0,0,46121,SD
8,2021-03-04 00:00:00,0,0,0,0,0,46121,SD
9,2021-03-11 00:00:00,0,0,0,0,0,46121,SD
10,2021-03-18 00:00:00,0,0,0,0,0,46121,SD
11,2021-03-25 00:00:00,0,0,0,0,0,46121,SD
0,2021-01-07 00:00:00,0,0,271,0,6,47035,TN
1,2021-01-14 00:00:00,0,0,126,0,1,47035,TN
2,2021-01-21 00:00:00,0,0,94,1,2,47035,TN
3,2021-01-28 00:00:00,0,0,64,0,2,47035,TN
4,2021-02-04 00:00:00,0,0,45,0,2,47035,TN
5,2021-02-11 00:00:00,0,0,41,0,2,47035,TN
6,2021-02-18 00:00:00,0,0,25,0,1,47035,TN
7,2021-02-25 00:00:00,0,0,32,0,2,47035,TN
8,2021-03-04 00:00:00,0,0,20,1,1,47035,TN
9,2021-03-11 00:00:00,0,0,33,2,1,47035,TN
10,2021-03-18 00:00:00,0,0,42,0,0,47035,TN
11,2021-03-25 00:00:00,0,0,0,0,0,47035,TN
0,2021-01-07 00:00:00,0,0,69,0,11,47041,TN
1,2021-01-14 00:00:00,0,0,29,0,4,47041,TN
2,2021-01-21 00:00:00,0,0,30,0,4,47041,TN
3,2021-01-28 00:00:00,0,0,31,0,1,47041,TN
4,2021-02-04 00:00:00,0,0,29,0,0,47041,TN
5,2021-02-11 00:00:00,0,0,14,0,3,47041,TN
6,2021-02-18 00:00:00,0,0,8,0,0,47041,TN
7,2021-02-25 00:00:00,0,0,8,0,1,47041,TN
8,2021-03-04 00:00:00,0,0,17,0,4,47041,TN
9,2021-03-11 00:00:00,0,0,10,0,0,47041,TN
10,2021-03-18 00:00:00,0,0,6,0,2,47041,TN
11,2021-03-25 00:00:00,0,0,0,0,0,47041,TN
0,2021-01-07 00:00:00,0,3,249,3,20,47141,TN
1,2021-01-14 00:00:00,0,6,129,0,16,47141,TN
2,2021-01-21 00:00:00,0,7,114,1,18,47141,TN
3,2021-01-28 00:00:00,0,2,111,0,10,47141,TN
4,2021-02-04 00:00:00,0,1,88,0,8,47141,TN
5,2021-02-11 00:00:00,0,0,62,0,2,47141,TN
6,2021-02-18 00:00:00,0,1,23,0,4,47141,TN
7,2021-02-25 00:00:00,0,4,28,2,9,47141,TN
8,2021-03-04 00:00:00,0,1,35,3,0,47141,TN
9,2021-03-11 00:00:00,0,1,62,1,5,47141,TN
10,2021-03-18 00:00:00,0,0,51,1,2,47141,TN
11,2021-03-25 00:00:00,0,0,0,0,0,47141,TN
0,2021-01-07 00:00:00,0,4,137,0,22,47177,TN
1,2021-01-14 00:00:00,0,3,64,0,22,47177,TN
2,2021-01-21 00:00:00,0,2,73,0,10,47177,TN
3,2021-01-28 00:00:00,0,4,47,0,5,47177,TN
4,2021-02-04 00:00:00,0,1,38,0,5,47177,TN
5,2021-02-11 00:00:00,0,0,18,0,3,47177,TN
6,2021-02-18 00:00:00,0,0,8,0,1,47177,TN
7,2021-02-25 00:00:00,0,0,13,0,2,47177,TN
8,2021-03-04 00:00:00,0,0,18,0,6,47177,TN
9,2021-03-11 00:00:00,0,1,18,0,5,47177,TN
10,2021-03-18 00:00:00,0,1,9,0,2,47177,TN
11,2021-03-25 00:00:00,0,0,0,0,0,47177,TN
0,2021-01-07 00:00:00,0,0,68,0,0,47185,TN
1,2021-01-14 00:00:00,0,0,56,0,0,47185,TN
2,2021-01-21 00:00:00,0,0,47,0,0,47185,TN
3,2021-01-28 00:00:00,0,0,30,0,0,47185,TN
4,2021-02-04 00:00:00,0,0,25,0,0,47185,TN
5,2021-02-11 00:00:00,0,1,21,0,0,47185,TN
6,2021-02-18 00:00:00,0,0,13,0,0,47185,TN
7,2021-02-25 00:00:00,0,0,30,0,0,47185,TN
8,2021-03-04 00:00:00,0,0,24,0,0,47185,TN
9,2021-03-11 00:00:00,0,0,18,0,0,47185,TN
10,2021-03-18 00:00:00,0,0,14,0,0,47185,TN
11,2021-03-25 00:00:00,0,0,0,0,0,47185,TN
0,2021-01-07 00:00:00,29,13,1141,25,162,49011,UT
1,2021-01-14 00:00:00,23,9,909,15,133,49011,UT
2,2021-01-21 00:00:00,27,12,800,17,100,49011,UT
3,2021-01-28 00:00:00,10,10,673,13,87,49011,UT
4,2021-02-04 00:00:00,10,4,591,12,79,49011,UT
5,2021-02-11 00:00:00,9,14,448,6,65,49011,UT
6,2021-02-18 00:00:00,9,8,392,5,34,49011,UT
7,2021-02-25 00:00:00,5,5,296,4,32,49011,UT
8,2021-03-04 00:00:00,7,6,243,2,34,49011,UT
9,2021-03-11 00:00:00,1,2,290,0,19,49011,UT
10,2021-03-18 00:00:00,3,1,174,3,21,49011,UT
11,2021-03-25 00:00:00,0,0,0,0,0,49011,UT
0,2021-01-07 00:00:00,5,0,197,0,25,49021,UT
1,2021-01-14 00:00:00,4,2,193,0,19,49021,UT
2,2021-01-21 00:00:00,3,0,141,1,18,49021,UT
3,2021-01-28 00:00:00,4,2,133,1,19,49021,UT
4,2021-02-04 00:00:00,4,1,74,2,8,49021,UT
5,2021-02-11 00:00:00,3,0,74,0,5,49021,UT
6,2021-02-18 00:00:00,2,1,55,0,17,49021,UT
7,2021-02-25 00:00:00,0,1,53,0,5,49021,UT
8,2021-03-04 00:00:00,3,0,48,0,6,49021,UT
9,2021-03-11 00:00:00,2,0,40,0,6,49021,UT
10,2021-03-18 00:00:00,0,0,11,0,3,49021,UT
11,2021-03-25 00:00:00,0,0,0,0,0,49021,UT
0,2021-01-07 00:00:00,0,0,67,0,0,49023,UT
1,2021-01-14 00:00:00,0,0,53,0,0,49023,UT
2,2021-01-21 00:00:00,0,0,52,0,1,49023,UT
3,2021-01-28 00:00:00,0,0,25,0,1,49023,UT
4,2021-02-04 00:00:00,0,0,26,0,0,49023,UT
5,2021-02-11 00:00:00,0,0,15,0,0,49023,UT
6,2021-02-18 00:00:00,0,0,10,0,0,49023,UT
7,2021-02-25 00:00:00,0,0,8,0,0,49023,UT
8,2021-03-04 00:00:00,0,0,9,0,0,49023,UT
9,2021-03-11 00:00:00,0,0,10,0,0,49023,UT
10,2021-03-18 00:00:00,0,0,8,0,0,49023,UT
11,2021-03-25 00:00:00,0,0,0,0,0,49023,UT
0,2021-01-07 00:00:00,0,0,68,0,8,49027,UT
1,2021-01-14 00:00:00,0,0,42,0,4,49027,UT
2,2021-01-21 00:00:00,0,0,25,1,3,49027,UT
3,2021-01-28 00:00:00,0,0,17,0,1,49027,UT
4,2021-02-04 00:00:00,0,0,10,0,2,49027,UT
5,2021-02-11 00:00:00,0,0,7,0,2,49027,UT
6,2021-02-18 00:00:00,0,0,6,0,0,49027,UT
7,2021-02-25 00:00:00,0,0,1,0,0,49027,UT
8,2021-03-04 00:00:00,0,0,12,0,1,49027,UT
9,2021-03-11 00:00:00,0,0,5,0,0,49027,UT
10,2021-03-18 00:00:00,0,0,6,0,0,49027,UT
11,2021-03-25 00:00:00,0,0,0,0,0,49027,UT
0,2021-01-07 00:00:00,130,69,3114,104,1026,49035,UT
1,2021-01-14 00:00:00,144,74,2700,91,858,49035,UT
2,2021-01-21 00:00:00,88,70,2224,102,713,49035,UT
3,2021-01-28 00:00:00,100,46,1743,77,621,49035,UT
4,2021-02-04 00:00:00,83,28,1472,68,434,49035,UT
5,2021-02-11 00:00:00,68,33,1349,50,361,49035,UT
6,2021-02-18 00:00:00,32,15,984,44,267,49035,UT
7,2021-02-25 00:00:00,48,17,854,25,236,49035,UT
8,2021-03-04 00:00:00,29,16,800,22,181,49035,UT
9,2021-03-11 00:00:00,32,5,715,20,172,49035,UT
10,2021-03-18 00:00:00,22,12,496,27,154,49035,UT
11,2021-03-25 00:00:00,0,0,0,0,0,49035,UT
0,2021-01-07 00:00:00,2,0,85,0,10,49041,UT
1,2021-01-14 00:00:00,0,0,79,0,5,49041,UT
2,2021-01-21 00:00:00,0,0,71,0,2,49041,UT
3,2021-01-28 00:00:00,0,0,56,0,1,49041,UT
4,2021-02-04 00:00:00,0,0,37,0,1,49041,UT
5,2021-02-11 00:00:00,0,0,38,0,2,49041,UT
6,2021-02-18 00:00:00,1,0,33,0,4,49041,UT
7,2021-02-25 00:00:00,0,0,15,0,5,49041,UT
8,2021-03-04 00:00:00,0,0,33,0,2,49041,UT
9,2021-03-11 00:00:00,0,0,16,0,0,49041,UT
10,2021-03-18 00:00:00,1,0,15,0,1,49041,UT
11,2021-03-25 00:00:00,0,0,0,0,0,49041,UT
0,2021-01-07 00:00:00,0,0,123,1,27,49051,UT
1,2021-01-14 00:00:00,0,0,131,1,20,49051,UT
2,2021-01-21 00:00:00,0,0,103,3,30,49051,UT
3,2021-01-28 00:00:00,0,0,82,1,19,49051,UT
4,2021-02-04 00:00:00,0,0,49,0,14,49051,UT
5,2021-02-11 00:00:00,0,0,37,0,16,49051,UT
6,2021-02-18 00:00:00,0,0,38,0,9,49051,UT
7,2021-02-25 00:00:00,0,0,27,0,9,49051,UT
8,2021-03-04 00:00:00,0,0,28,0,2,49051,UT
9,2021-03-11 00:00:00,0,0,25,0,3,49051,UT
10,2021-03-18 00:00:00,0,0,14,0,4,49051,UT
11,2021-03-25 00:00:00,0,0,0,0,0,49051,UT
0,2021-01-07 00:00:00,18,8,857,9,272,49057,UT
1,2021-01-14 00:00:00,11,13,648,9,193,49057,UT
2,2021-01-21 00:00:00,8,12,513,8,165,49057,UT
3,2021-01-28 00:00:00,4,8,403,6,114,49057,UT
4,2021-02-04 00:00:00,7,1,249,3,86,49057,UT
5,2021-02-11 00:00:00,8,6,201,12,31,49057,UT
6,2021-02-18 00:00:00,3,5,183,2,38,49057,UT
7,2021-02-25 00:00:00,3,3,155,5,40,49057,UT
8,2021-03-04 00:00:00,9,4,137,1,25,49057,UT
9,2021-03-11 00:00:00,1,4,134,1,32,49057,UT
10,2021-03-18 00:00:00,1,2,109,0,29,49057,UT
11,2021-03-25 00:00:00,0,0,0,0,0,49057,UT
0,2021-01-07 00:00:00,0,22,59,0,31,51001,VA
1,2021-01-14 00:00:00,0,31,57,0,20,51001,VA
2,2021-01-21 00:00:00,0,18,39,0,19,51001,VA
3,2021-01-28 00:00:00,0,18,32,0,13,51001,VA
4,2021-02-04 00:00:00,0,16,17,0,8,51001,VA
5,2021-02-11 00:00:00,0,6,8,0,2,51001,VA
6,2021-02-18 00:00:00,0,0,0,0,0,51001,VA
7,2021-02-25 00:00:00,0,0,0,0,0,51001,VA
8,2021-03-04 00:00:00,0,0,0,0,0,51001,VA
9,2021-03-11 00:00:00,0,0,0,0,0,51001,VA
10,2021-03-18 00:00:00,0,0,0,0,0,51001,VA
11,2021-03-25 00:00:00,0,0,0,0,0,51001,VA
0,2021-01-07 00:00:00,0,11,8,0,8,51131,VA
1,2021-01-14 00:00:00,0,13,7,0,14,51131,VA
2,2021-01-21 00:00:00,0,12,4,0,5,51131,VA
3,2021-01-28 00:00:00,0,24,5,0,1,51131,VA
4,2021-02-04 00:00:00,0,9,6,0,0,51131,VA
5,2021-02-11 00:00:00,0,2,2,0,1,51131,VA
6,2021-02-18 00:00:00,0,0,0,0,0,51131,VA
7,2021-02-25 00:00:00,0,0,0,0,0,51131,VA
8,2021-03-04 00:00:00,0,0,0,0,0,51131,VA
9,2021-03-11 00:00:00,0,0,0,0,0,51131,VA
10,2021-03-18 00:00:00,0,0,0,0,0,51131,VA
11,2021-03-25 00:00:00,0,0,0,0,0,51131,VA
0,2021-01-07 00:00:00,0,0,0,0,0,54099,WV
1,2021-01-14 00:00:00,0,0,0,0,0,54099,WV
2,2021-01-21 00:00:00,0,0,0,0,0,54099,WV
3,2021-01-28 00:00:00,0,0,0,0,0,54099,WV
4,2021-02-04 00:00:00,0,0,0,0,0,54099,WV
5,2021-02-11 00:00:00,0,0,0,0,0,54099,WV
6,2021-02-18 00:00:00,0,0,0,0,0,54099,WV
7,2021-02-25 00:00:00,0,0,0,0,0,54099,WV
8,2021-03-04 00:00:00,0,0,0,0,0,54099,WV
9,2021-03-11 00:00:00,0,0,0,0,0,54099,WV
10,2021-03-18 00:00:00,0,0,0,0,0,54099,WV
11,2021-03-25 00:00:00,0,0,0,0,0,54099,WV
0,2021-01-07 00:00:00,0,0,48,0,0,55011,WI
1,2021-01-14 00:00:00,0,0,55,0,0,55011,WI
2,2021-01-21 00:00:00,0,0,45,0,0,55011,WI
3,2021-01-28 00:00:00,0,0,21,0,0,55011,WI
4,2021-02-04 00:00:00,0,0,13,0,0,55011,WI
5,2021-02-11 00:00:00,0,0,6,0,0,55011,WI
6,2021-02-18 00:00:00,0,0,6,0,0,55011,WI
7,2021-02-25 00:00:00,0,0,12,0,0,55011,WI
8,2021-03-04 00:00:00,0,0,4,0,0,55011,WI
9,2021-03-11 00:00:00,0,0,2,0,0,55011,WI
10,2021-03-18 00:00:00,0,0,0,0,0,55011,WI
11,2021-03-25 00:00:00,0,0,0,0,0,55011,WI
0,2021-01-07 00:00:00,6,66,737,81,112,55025,WI
1,2021-01-14 00:00:00,4,52,657,52,130,55025,WI
2,2021-01-21 00:00:00,1,33,510,48,58,55025,WI
3,2021-01-28 00:00:00,1,34,511,33,68,55025,WI
4,2021-02-04 00:00:00,2,27,447,34,64,55025,WI
5,2021-02-11 00:00:00,1,13,368,49,34,55025,WI
6,2021-02-18 00:00:00,2,24,378,35,41,55025,WI
7,2021-02-25 00:00:00,2,22,271,31,28,55025,WI
8,2021-03-04 00:00:00,2,16,295,24,35,55025,WI
9,2021-03-11 00:00:00,1,20,251,12,33,55025,WI
10,2021-03-18 00:00:00,2,13,158,10,20,55025,WI
11,2021-03-25 00:00:00,0,0,0,0,0,55025,WI
0,2021-01-07 00:00:00,1,3,229,11,8,55035,WI
1,2021-01-14 00:00:00,1,2,202,2,5,55035,WI
2,2021-01-21 00:00:00,0,2,188,3,2,55035,WI
3,2021-01-28 00:00:00,0,0,153,9,6,55035,WI
4,2021-02-04 00:00:00,0,1,142,6,4,55035,WI
5,2021-02-11 00:00:00,0,0,71,2,0,55035,WI
6,2021-02-18 00:00:00,0,0,65,1,3,55035,WI
7,2021-02-25 00:00:00,0,0,36,2,4,55035,WI
8,2021-03-04 00:00:00,1,0,59,7,1,55035,WI
9,2021-03-11 00:00:00,0,0,40,3,0,55035,WI
10,2021-03-18 00:00:00,0,2,20,0,2,55035,WI
11,2021-03-25 00:00:00,0,0,0,0,0,55035,WI
0,2021-01-07 00:00:00,0,0,42,0,10,55045,WI
1,2021-01-14 00:00:00,0,0,58,0,5,55045,WI
2,2021-01-21 00:00:00,0,0,42,0,4,55045,WI
3,2021-01-28 00:00:00,0,0,98,0,10,55045,WI
4,2021-02-04 00:00:00,0,0,80,0,6,55045,WI
5,2021-02-11 00:00:00,0,0,73,0,1,55045,WI
6,2021-02-18 00:00:00,0,0,75,0,2,55045,WI
7,2021-02-25 00:00:00,0,0,49,0,1,55045,WI
8,2021-03-04 00:00:00,0,0,41,0,1,55045,WI
9,2021-03-11 00:00:00,0,0,37,0,0,55045,WI
10,2021-03-18 00:00:00,0,0,8,0,1,55045,WI
11,2021-03-25 00:00:00,0,0,0,0,0,55045,WI
0,2021-01-07 00:00:00,0,0,20,0,0,55049,WI
1,2021-01-14 00:00:00,0,0,24,0,0,55049,WI
2,2021-01-21 00:00:00,0,0,16,0,1,55049,WI
3,2021-01-28 00:00:00,0,0,14,0,0,55049,WI
4,2021-02-04 00:00:00,0,0,21,0,0,55049,WI
5,2021-02-11 00:00:00,0,0,9,0,0,55049,WI
6,2021-02-18 00:00:00,0,0,13,0,0,55049,WI
7,2021-02-25 00:00:00,0,0,13,0,0,55049,WI
8,2021-03-04 00:00:00,0,0,21,0,0,55049,WI
9,2021-03-11 00:00:00,0,0,28,0,0,55049,WI
10,2021-03-18 00:00:00,0,0,21,0,0,55049,WI
11,2021-03-25 00:00:00,0,0,0,0,0,55049,WI
0,2021-01-07 00:00:00,4,0,46,0,0,55053,WI
1,2021-01-14 00:00:00,6,0,20,0,0,55053,WI
2,2021-01-21 00:00:00,3,0,20,0,0,55053,WI
3,2021-01-28 00:00:00,3,0,16,0,0,55053,WI
4,2021-02-04 00:00:00,1,0,10,0,0,55053,WI
5,2021-02-11 00:00:00,0,0,10,0,0,55053,WI
6,2021-02-18 00:00:00,0,0,2,0,0,55053,WI
7,2021-02-25 00:00:00,1,0,4,0,0,55053,WI
8,2021-03-04 00:00:00,0,0,4,0,0,55053,WI
9,2021-03-11 00:00:00,0,0,4,0,0,55053,WI
10,2021-03-18 00:00:00,1,0,1,0,0,55053,WI
11,2021-03-25 00:00:00,0,0,0,0,0,55053,WI
0,2021-01-07 00:00:00,0,0,114,0,1,55081,WI
1,2021-01-14 00:00:00,3,1,103,2,5,55081,WI
2,2021-01-21 00:00:00,2,2,103,0,9,55081,WI
3,2021-01-28 00:00:00,1,2,61,0,1,55081,WI
4,2021-02-04 00:00:00,1,1,85,0,3,55081,WI
5,2021-02-11 00:00:00,0,0,52,0,0,55081,WI
6,2021-02-18 00:00:00,1,0,26,0,1,55081,WI
7,2021-02-25 00:00:00,0,0,29,0,2,55081,WI
8,2021-03-04 00:00:00,0,0,18,0,0,55081,WI
9,2021-03-11 00:00:00,1,0,13,0,0,55081,WI
10,2021-03-18 00:00:00,0,0,9,0,0,55081,WI
11,2021-03-25 00:00:00,0,0,0,0,0,55081,WI
0,2021-01-07 00:00:00,1,0,68,0,1,55083,WI
1,2021-01-14 00:00:00,0,0,54,0,0,55083,WI
2,2021-01-21 00:00:00,1,0,42,0,0,55083,WI
3,2021-01-28 00:00:00,1,0,35,0,0,55083,WI
4,2021-02-04 00:00:00,1,0,28,0,2,55083,WI
5,2021-02-11 00:00:00,0,0,29,0,0,55083,WI
6,2021-02-18 00:00:00,0,0,17,0,0,55083,WI
7,2021-02-25 00:00:00,0,0,14,0,0,55083,WI
8,2021-03-04 00:00:00,0,0,15,0,0,55083,WI
9,2021-03-11 00:00:00,1,0,14,0,0,55083,WI
10,2021-03-18 00:00:00,0,0,11,0,0,55083,WI
11,2021-03-25 00:00:00,0,0,0,0,0,55083,WI
0,2021-01-07 00:00:00,0,3,191,2,7,55089,WI
1,2021-01-14 00:00:00,0,3,158,3,4,55089,WI
2,2021-01-21 00:00:00,0,3,101,3,1,55089,WI
3,2021-01-28 00:00:00,0,1,67,1,2,55089,WI
4,2021-02-04 00:00:00,0,1,77,2,1,55089,WI
5,2021-02-11 00:00:00,0,0,37,1,2,55089,WI
6,2021-02-18 00:00:00,0,2,22,0,2,55089,WI
7,2021-02-25 00:00:00,0,1,28,1,0,55089,WI
8,2021-03-04 00:00:00,0,2,35,0,2,55089,WI
9,2021-03-11 00:00:00,0,0,56,2,1,55089,WI
10,2021-03-18 00:00:00,0,0,32,1,2,55089,WI
11,2021-03-25 00:00:00,0,0,0,0,0,55089,WI
0,2021-01-07 00:00:00,0,55,235,6,82,55101,WI
1,2021-01-14 00:00:00,0,57,208,7,59,55101,WI
2,2021-01-21 00:00:00,1,25,173,3,61,55101,WI
3,2021-01-28 00:00:00,0,25,122,0,28,55101,WI
4,2021-02-04 00:00:00,0,7,73,0,17,55101,WI
5,2021-02-11 00:00:00,0,10,56,1,15,55101,WI
6,2021-02-18 00:00:00,0,9,50,1,11,55101,WI
7,2021-02-25 00:00:00,0,7,44,0,12,55101,WI
8,2021-03-04 00:00:00,0,8,38,0,16,55101,WI
9,2021-03-11 00:00:00,0,5,31,0,6,55101,WI
10,2021-03-18 00:00:00,0,2,30,0,2,55101,WI
11,2021-03-25 00:00:00,0,0,0,0,0,55101,WI
0,2021-01-07 00:00:00,0,0,34,0,0,55123,WI
1,2021-01-14 00:00:00,0,0,29,0,0,55123,WI
2,2021-01-21 00:00:00,0,0,30,0,0,55123,WI
3,2021-01-28 00:00:00,0,0,31,0,0,55123,WI
4,2021-02-04 00:00:00,0,0,21,0,0,55123,WI
5,2021-02-11 00:00:00,0,0,11,0,0,55123,WI
6,2021-02-18 00:00:00,0,0,11,0,0,55123,WI
7,2021-02-25 00:00:00,0,0,19,0,0,55123,WI
8,2021-03-04 00:00:00,0,0,6,0,0,55123,WI
9,2021-03-11 00:00:00,0,0,0,0,0,55123,WI
10,2021-03-18 00:00:00,0,0,1,0,0,55123,WI
11,2021-03-25 00:00:00,0,0,0,0,0,55123,WI
0,2021-01-07 00:00:00,0,0,42,0,0,55129,WI
1,2021-01-14 00:00:00,0,0,53,0,0,55129,WI
2,2021-01-21 00:00:00,0,0,28,0,0,55129,WI
3,2021-01-28 00:00:00,0,0,24,0,0,55129,WI
4,2021-02-04 00:00:00,0,0,17,0,0,55129,WI
5,2021-02-11 00:00:00,0,0,14,0,0,55129,WI
6,2021-02-18 00:00:00,0,0,9,0,0,55129,WI
7,2021-02-25 00:00:00,0,0,7,0,0,55129,WI
8,2021-03-04 00:00:00,0,0,7,0,0,55129,WI
9,2021-03-11 00:00:00,0,0,9,0,0,55129,WI
10,2021-03-18 00:00:00,0,0,6,0,0,55129,WI
11,2021-03-25 00:00:00,0,0,0,0,0,55129,WI
